ats_vendor,access_tier,ats_slug,cohort_reason,sector,sector_source,sector_confidence,sector_note,naics2,nyc_count,ny_state_count,total_count,remote_us_count,is_recruiter,sample_url
ashby,1,neko-health,threshold: 5+ nyc postings,healthcare,agent,high,preventive health clinics,62,38,38,130,0,false,https://jobs.ashbyhq.com/neko-health/fb8d252e-f345-4bd1-8c92-4a12b76dda44
workday,1,blackstone|wd1|blackstone_internalcareers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,38,39,85,0,false,https://blackstone.wd1.myworkdayjobs.com/blackstone_internalcareers/job/New-York/AI-Engineer--Analyst---Data-Analytics---AI_45238-2
greenhouse,1,sothebys,threshold: 5+ nyc postings,retail,agent,medium,auction house,44,38,37,80,0,false,https://job-boards.greenhouse.io/sothebys/jobs/6007279004
greenhouse,1,lightningai,threshold: 5+ nyc postings,ai,agent,high,ai infra,54,38,0,58,4,false,https://job-boards.greenhouse.io/lightningai/jobs/6326232003
paylocity,2,Haddad Brands,threshold: 5+ nyc postings,consumer_goods,agent,high,childrens apparel,31,38,2,42,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/690893
workday,1,barnard|wd1|staff,threshold: 5+ nyc postings,education,agent,high,Barnard College,61,38,0,38,0,false,https://barnard.wd1.myworkdayjobs.com/staff/job/New-York-City-NY/Academic-Department-Assistant_JR5762-1
workday,1,spgi|wd5|spgi_careers,threshold: 5+ nyc postings,fintech_finance,agent,high,S&P Global,52,37,1,362,0,false,https://spgi.wd5.myworkdayjobs.com/spgi_careers/job/New-York-NY/Associate-Director--Business-Strategy_330136-1
greenhouse,1,stage,threshold: 5+ nyc postings,fintech_finance,agent,high,"KKR, Global Atlantic",52,37,5,181,2,false,https://www.kkr.com/careers/career-opportunities/post?gh_jid=6120000004
greenhouse,1,nflcareers,threshold: 5+ nyc postings,media_advertising,agent,high,NFL,51,37,1,99,0,false,https://job-boards.greenhouse.io/nflcareers/jobs/5381251008
greenhouse,1,jrmconstructionmanagementllc,threshold: 5+ nyc postings,industrial_construction,agent,high,construction management,23,37,3,74,1,false,https://job-boards.greenhouse.io/jrmconstructionmanagementllc/jobs/4706502006
lever,1,nitra,threshold: 5+ nyc postings,fintech_finance,agent,medium,payments for medical practices,52,37,0,72,0,false,https://jobs.lever.co/nitra/5ec3c940-a8fb-4a03-a4e9-50c087ccee3b
paylocity,2,Golden Touch Group,threshold: 5+ nyc postings,consumer_goods,agent,medium,titles: apparel design,31,37,2,38,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4397025
greenhouse,1,shopmy,threshold: 5+ nyc postings,software,agent,high,creator commerce platform,51,36,6,46,9,false,https://job-boards.greenhouse.io/shopmy/jobs/4085872008
lever,1,buckmason,threshold: 5+ nyc postings,consumer_goods,agent,high,apparel brand,31,35,24,264,0,false,https://jobs.lever.co/buckmason/d9d45716-26c0-4b9a-839f-917d43dddded
greenhouse,1,verve,threshold: 5+ nyc postings,software,agent,medium,adtech platform,51,35,35,86,4,false,https://job-boards.greenhouse.io/verve/jobs/8604303002
greenhouse,1,iterativehealth,threshold: 5+ nyc postings,biotech_pharma,agent,medium,"clinical research sites, GI ai",32,35,1,81,0,false,https://job-boards.greenhouse.io/iterativehealth/jobs/4697831006
greenhouse,1,later,threshold: 5+ nyc postings,software,agent,high,social media saas,51,35,0,70,35,false,https://job-boards.greenhouse.io/later/jobs/8531626002
greenhouse,1,snorkelai,threshold: 5+ nyc postings,ai,agent,high,known company,54,35,0,57,12,false,https://job-boards.greenhouse.io/snorkelai/jobs/5840801004
ashby,1,vendelux,threshold: 5+ nyc postings,software,agent,medium,event intelligence saas,51,35,0,42,0,false,https://jobs.ashbyhq.com/vendelux/0ebff157-7b40-49ec-a749-e2760adfb6b0
lever,1,lifestance,threshold: 5+ nyc postings,healthcare,agent,high,known mental health provider,62,34,116,2902,0,false,https://jobs.lever.co/lifestance/70bd5adf-887a-4d21-8e11-4dfaf0ceeb29
workday,1,gategroup|wd3|gategroup_external_careers,threshold: 5+ nyc postings,hospitality_food,agent,high,airline catering,72,34,0,242,0,false,https://gategroup.wd3.myworkdayjobs.com/gategroup_external_careers/job/Flushing-NY-USA/Asst--Admin--Dispatch_R0108814
workday,1,convive|wd12|littlebeet,threshold: 5+ nyc postings,hospitality_food,agent,high,restaurants,72,34,7,88,0,false,https://convive.wd12.myworkdayjobs.com/littlebeet/job/NYC---83rd--1st-Ave/Cook---LPQ_JR102369
greenhouse,1,pmc,threshold: 5+ nyc postings,media_advertising,agent,high,Penske Media,51,34,0,56,0,false,"https://www.pmc.com/join-our-team/?gh_jid=4722505005#/jobs/4722505005"
workday,1,etsy|wd5|etsy_careers,threshold: 5+ nyc postings,software,agent,high,known marketplace,51,34,0,41,0,false,https://etsy.wd5.myworkdayjobs.com/etsy_careers/job/Brooklyn-New-York/Digital-Marketing-Specialist--Display-Ads_JR5821-1
greenhouse,1,fairsteadescllc,threshold: 5+ nyc postings,real_estate_proptech,agent,high,affordable housing owner,53,33,0,143,0,false,https://job-boards.greenhouse.io/fairsteadescllc/jobs/5149295008
lever,1,avalerehealth,threshold: 5+ nyc postings,professional_services,agent,medium,healthcare consulting and agency,54,33,0,68,19,false,https://jobs.lever.co/avalerehealth/80f89404-5de6-4f53-a139-04b3b8ffb26d
greenhouse,1,known,threshold: 5+ nyc postings,media_advertising,agent,high,agency,51,33,0,34,0,false,https://job-boards.greenhouse.io/known/jobs/8728825002
bamboohr,1,royalcertified,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: nursing, therapy",62,33,0,33,0,false,https://royalcertified.bamboohr.com/careers/54
greenhouse,1,nycedc,threshold: 5+ nyc postings,government_public,agent,high,NYC public authority,92,33,0,33,0,false,https://job-boards.greenhouse.io/nycedc/jobs/4707788006
workday,1,comcast|wd5|comcast_careers,threshold: 5+ nyc postings,media_advertising,agent,medium,"cable, telecom, NBCU",51,32,2,1214,0,false,https://comcast.wd5.myworkdayjobs.com/comcast_careers/job/NY---New-York-55-W-46th-St-FL-33--34/Account-Manager-Large-Agency-Sales_R441133
ashby,1,openai,threshold: 5+ nyc postings,ai,agent,high,known company,54,32,0,1039,36,false,https://jobs.ashbyhq.com/openai/49a16d46-bf3e-4806-a8af-a0e48c26336c
greenhouse,1,onemedical,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,32,14,655,1,false,http://www.onemedical.com/careers/all-departments/7749353?gh_jid=7749353
greenhouse,1,onrunning,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,32,0,436,0,false,https://boards.greenhouse.io/onrunning/jobs/7884208?gh_jid=7884208
workday,1,mufgub|wd3|mufg-careers,threshold: 5+ nyc postings,fintech_finance,agent,high,MUFG bank,52,32,0,398,0,false,https://mufgub.wd3.myworkdayjobs.com/mufg-careers/job/New-York-NY/XMLNAME-2027-Corporate--Investment-Banking-and-Markets--CIB-M--Full-Time-Analyst-Program---Sponsor-Finance---Direct-Lending---New-York_10079135-WD-1
ashby,1,whatnot,threshold: 5+ nyc postings,software,agent,high,live shopping marketplace,51,32,0,170,0,false,https://jobs.ashbyhq.com/whatnot/145a376b-9663-45b5-9c2d-b3a057331555
lever,1,matchgroup,threshold: 5+ nyc postings,software,agent,high,known company,51,32,0,114,0,false,https://jobs.lever.co/matchgroup/3414ba28-35f7-45d3-8e13-35c883959635
greenhouse,1,brainstation,threshold: 5+ nyc postings,education,agent,high,bootcamp,61,32,32,92,0,false,https://job-boards.greenhouse.io/brainstation/jobs/7823347003
greenhouse,1,sigmacomputing,threshold: 5+ nyc postings,software,agent,high,known company,51,32,1,82,1,false,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767894003
greenhouse,1,inspiraeducation,threshold: 5+ nyc postings,education,agent,high,"admissions consulting, tutoring",61,32,0,73,40,false,https://job-boards.greenhouse.io/inspiraeducation/jobs/5273364008
workday,1,skadden|wd5|skadden_careers,threshold: 5+ nyc postings,professional_services,agent,high,law firm,54,32,32,56,0,false,https://skadden.wd5.myworkdayjobs.com/skadden_careers/job/New-York/Administrative-Practice-Coordinator_JR_2604
workday,1,nb|wd1|nbcareers,threshold: 5+ nyc postings,fintech_finance,agent,high,Neuberger Berman,52,32,0,51,0,false,https://nb.wd1.myworkdayjobs.com/nbcareers/job/New-York-NY/Advisor-Consultant-Associate_R0012384
ashby,1,stepful,threshold: 5+ nyc postings,education,agent,high,healthcare training edtech,61,32,0,46,7,false,https://jobs.ashbyhq.com/stepful/1ab0a958-0245-4cbe-a049-44759ffd18f2
greenhouse,1,block,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,31,1,277,0,false,http://block.xyz/careers/jobs/5232008008?gh_jid=5232008008
greenhouse,1,vaynermedia,threshold: 5+ nyc postings,media_advertising,agent,high,known agency,51,31,0,118,0,false,https://vaynermedia.com/careers?gh_jid=8105904
workday,1,mywdhr|wd1|sfa_careers,threshold: 5+ nyc postings,retail,agent,high,Saks Fifth Avenue,44,31,2,103,0,false,https://mywdhr.wd1.myworkdayjobs.com/sfa_careers/job/New-York-City-SFA-New-York-NY/Alterations-Manager_R-115317
ashby,1,reflectionai,threshold: 5+ nyc postings,ai,agent,high,ai lab,54,31,0,70,1,false,https://jobs.ashbyhq.com/reflectionai/34943540-5e11-48e3-9812-3046b7c6604c
ashby,1,traba,threshold: 5+ nyc postings,staffing,agent,medium,light industrial labor marketplace,56,31,0,56,0,false,https://jobs.ashbyhq.com/traba/c101c491-5732-4ea7-b3c3-94047089285c
greenhouse,1,excelsportsmanagement,threshold: 5+ nyc postings,media_advertising,agent,medium,sports agency,51,31,0,44,0,false,https://job-boards.greenhouse.io/excelsportsmanagement/jobs/4608007005
bamboohr,1,podhealth,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: medical assistants, dietitians",62,31,3,43,0,false,https://podhealth.bamboohr.com/careers/489
paylocity,2,Community Health Action of Staten,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,community health nonprofit,62,31,0,33,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4357514
ashby,1,rilla,threshold: 5+ nyc postings,software,agent,medium,speech analytics saas,51,31,0,32,0,false,https://jobs.ashbyhq.com/rilla/1ac3df09-8120-47ae-a4b7-ac904b8ef7ac
workday,1,ghr|wd1|lateral-us,threshold: 5+ nyc postings,fintech_finance,agent,high,Bank of America,52,30,26,580,0,false,https://ghr.wd1.myworkdayjobs.com/lateral-us/job/Brooklyn/Financial-Solutions-Advisor-Registration-Candidate---Crown-Heights-Financial-Center_26028740
greenhouse,1,adyen,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,30,35,355,0,false,https://job-boards.greenhouse.io/adyen/jobs/7673540
greenhouse,1,charliehealth,threshold: 5+ nyc postings,healthcare,agent,high,virtual mental health care,62,30,13,340,50,false,https://www.charliehealth.com/careers?gh_jid=4134805004
workday,1,jcrew|wd1|jcrewcareers,threshold: 5+ nyc postings,retail,agent,high,known company,44,30,14,339,0,false,https://jcrew.wd1.myworkdayjobs.com/jcrewcareers/job/New-York-NY-USA-Headquarters/Analyst---Design-Sourcing-Systems_125809
greenhouse,1,highwire,threshold: 5+ nyc postings,media_advertising,agent,high,PR agency,51,30,24,144,0,false,https://job-boards.greenhouse.io/highwire/jobs/4375609009
greenhouse,1,galaxydigitalservices,threshold: 5+ nyc postings,crypto,agent,high,Galaxy Digital,52,30,2,81,3,false,https://job-boards.greenhouse.io/galaxydigitalservices/jobs/6123378004
lever,1,ro,threshold: 5+ nyc postings,healthcare,agent,high,telehealth and pharmacy,62,30,0,59,0,false,https://jobs.lever.co/ro/9445bb8c-0b32-49b6-a9d6-32e283c41927
workday,1,signetjewelers|wd1|bluenile,threshold: 5+ nyc postings,retail,agent,high,Blue Nile,44,30,1,45,0,false,https://signetjewelers.wd1.myworkdayjobs.com/bluenile/job/R2Net-Operations-New-York-NY/Analyst--Strategic-Financial-Planning---Analysis--FP-A-_REQ_83058
greenhouse,1,aclu,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known company,62,30,0,37,0,false,https://job-boards.greenhouse.io/aclu/jobs/8562690002
greenhouse,1,current81,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,30,0,30,0,false,https://current.com/careers/open-positions/?id=8050923&gh_jid=8050923
greenhouse,1,unitedveincenters,threshold: 5+ nyc postings,healthcare,agent,high,"titles: surgeons, medical assistants",62,29,14,216,0,false,https://job-boards.greenhouse.io/unitedveincenters/jobs/5228921008
workday,1,ms|wd5|private,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, morgan stanley",52,29,9,191,0,false,https://ms.wd5.myworkdayjobs.com/private/job/New-York-New-York-United-States-of-America/Associate--High-Yield-Credit-Trading_JR042195
greenhouse,1,zetaglobal,threshold: 5+ nyc postings,software,agent,high,known adtech platform,51,29,1,169,36,false,https://job-boards.greenhouse.io/zetaglobal/jobs/5843188004
ashby,1,signalfire,threshold: 5+ nyc postings,software,agent,medium,vc firm posting for portfolio startups,51,29,0,87,0,false,https://jobs.ashbyhq.com/signalfire/8e5126e1-34fd-416a-9d8d-75b43b579160
workday,1,aspca|wd1|aspcawebsite,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known company,62,29,5,53,0,false,https://aspca.wd1.myworkdayjobs.com/aspcawebsite/job/New-York-NY---92nd-Street/Admissions-and-Placement-Specialist_2026-480
greenhouse,1,coneyislandprep,threshold: 5+ nyc postings,education,agent,high,"titles: teachers, charter school",61,29,0,29,0,false,https://job-boards.greenhouse.io/coneyislandprep/jobs/7874783
greenhouse,1,bursonglobalcareers,threshold: 5+ nyc postings,media_advertising,agent,high,known pr agency,51,28,2,254,0,false,https://www.bursonglobal.com/careers/jobs?gh_jid=5125224008
workday,1,rb|wd5|frs,threshold: 5+ nyc postings,government_public,agent,high,federal reserve,92,28,0,147,0,false,https://rb.wd5.myworkdayjobs.com/frs/job/New-York-NY/XMLNAME-2027-Summer-Intern----Audit-Group---Junior-Intern_R-0000033011
greenhouse,1,digrestaurants,threshold: 5+ nyc postings,hospitality_food,agent,high,known company,72,28,4,66,0,false,https://job-boards.greenhouse.io/digrestaurants/jobs/7739692
ashby,1,rho,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,28,0,58,0,false,https://jobs.ashbyhq.com/rho/fdb753ac-4917-4cd2-8ecf-07de60fe12e2
ashby,1,tennr,threshold: 5+ nyc postings,ai,agent,high,known healthcare ai company,54,28,0,30,0,false,https://jobs.ashbyhq.com/tennr/e9a66334-e68f-44e1-8bba-a65b5b9fc337
workday,1,nycsca|wd1|external_career_site,threshold: 5+ nyc postings,government_public,agent,high,nyc school construction authority,92,28,0,29,0,false,https://nycsca.wd1.myworkdayjobs.com/external_career_site/job/Queens/Architect-A-B-C---Architecture---Engineering-In-House-Design-Studio_R-FY26-114
greenhouse,1,feverup,threshold: 5+ nyc postings,software,agent,high,known events marketplace,51,27,27,854,3,false,https://job-boards.eu.greenhouse.io/feverup/jobs/4572092101
ashby,1,snowflake,threshold: 5+ nyc postings,software,agent,high,known company,51,27,4,565,69,false,https://jobs.ashbyhq.com/snowflake/fa58773d-db3d-47cb-898e-037543e486ae
workday,1,sbcos|wd1|sbcos2,threshold: 5+ nyc postings,hospitality_food,agent,high,titles: hotel roles,72,27,6,455,0,false,https://sbcos.wd1.myworkdayjobs.com/sbcos2/job/Penny-Hotel-Williamsburg---Brooklyn/Barback---Support_R0032849
greenhouse,1,metropolis,threshold: 5+ nyc postings,software,agent,high,known parking tech company,51,27,0,117,2,false,https://job-boards.greenhouse.io/metropolis/jobs/7780313003
greenhouse,1,smartlyio,threshold: 5+ nyc postings,software,agent,high,known adtech platform,51,27,1,101,0,false,https://job-boards.greenhouse.io/smartlyio/jobs/5982476004
greenhouse,1,faire,threshold: 5+ nyc postings,software,agent,high,known marketplace,51,27,0,90,4,false,https://boards.greenhouse.io/faire/jobs/8531296002?gh_jid=8531296002
greenhouse,1,schonfeld,threshold: 5+ nyc postings,fintech_finance,agent,high,known hedge fund,52,27,0,61,0,false,https://job-boards.greenhouse.io/schonfeld/jobs/7589451
workday,1,davispolk|wd5|business-professionals-services-usa,threshold: 5+ nyc postings,professional_services,agent,high,known law firm,54,27,27,37,0,false,https://davispolk.wd5.myworkdayjobs.com/business-professionals-services-usa/job/New-York/Administrative-Assistant_JR10031-1
ashby,1,avoca,threshold: 5+ nyc postings,ai,agent,medium,ai agents for home services,54,27,27,33,0,false,https://jobs.ashbyhq.com/avoca/3c832c2d-668c-45ac-903d-7bc969379ba4
greenhouse,1,hextechnologies,threshold: 5+ nyc postings,software,agent,high,known data tool,51,27,1,33,10,false,https://hex.tech/careers/5262214004/?gh_jid=5262214004
greenhouse,1,formationbio,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,27,0,28,0,false,https://job-boards.greenhouse.io/formationbio/jobs/7529162
paylocity,2,Central Amusement International Inc.,threshold: 5+ nyc postings,hospitality_food,agent,medium,"amusement park operator, luna park",72,27,0,27,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/3760550
ashby,1,decagon,threshold: 5+ nyc postings,ai,agent,high,known ai agents company,54,26,0,156,0,false,https://jobs.ashbyhq.com/decagon/230ad153-85be-4f7b-a368-5bad59e513e2
greenhouse,1,smcp,threshold: 5+ nyc postings,consumer_goods,agent,high,sandro/maje apparel,31,26,11,117,0,false,https://job-boards.greenhouse.io/smcp/jobs/8766384002
greenhouse,1,impact,threshold: 5+ nyc postings,software,agent,high,known partnership platform,51,26,12,117,1,false,https://job-boards.greenhouse.io/impact/jobs/5828526002
greenhouse,1,geniussports,threshold: 5+ nyc postings,software,agent,high,known sports data company,51,26,0,90,0,false,https://boards.greenhouse.io/geniussports/jobs/7826094003?gh_jid=7826094003
greenhouse,1,fastly,threshold: 5+ nyc postings,software,agent,high,known company,51,26,0,73,0,false,https://www.fastly.com/about/jobs/apply?gh_jid=8105433
greenhouse,1,agencywithin,threshold: 5+ nyc postings,media_advertising,agent,high,known performance agency,51,26,0,57,0,true,https://job-boards.greenhouse.io/agencywithin/jobs/4233523007
